Source,Target,Type,id,weight,from,to
Eddard-Stark,Sandor-Clegane,Undirected,1337,14,190,633
Eddard-Stark,Sansa-Stark,Undirected,1338,43,190,634
Eddard-Stark,Stannis-Baratheon,Undirected,1339,32,190,668
Eddard-Stark,Syrio-Forel,Undirected,1340,6,190,684
Eddard-Stark,Theon-Greyjoy,Undirected,1341,31,190,697
Eddard-Stark,Tobho-Mott,Undirected,1342,7,190,706
Eddard-Stark,Tomard,Undirected,1343,15,190,710
Eddard-Stark,Torrhen-Karstark,Undirected,1344,5,190,717
Eddard-Stark,Torrhen-Stark,Undirected,1345,3,190,718
Eddard-Stark,Tregar,Undirected,1346,4,190,720
Eddard-Stark,Tyrion-Lannister,Undirected,1347,40,190,727
Eddard-Stark,Tywin-Lannister,Undirected,1348,18,190,730
Eddard-Stark,Varly,Undirected,1349,4,190,742
Eddard-Stark,Varys,Undirected,1350,64,190,743
Eddard-Stark,Vayon-Poole,Undirected,1351,12,190,744
Eddard-Stark,Willam-Dustin,Undirected,1352,4,190,769
Eddard-Stark,Wyl-(guard),Undirected,1353,3,190,779
Eddard-Stark,Wylla,Undirected,1354,3,190,781
Eddard-Stark,Wyman-Manderly,Undirected,1355,4,190,782
Eddison-Tollett,Emmett,Undirected,1356,8,191,203
Eddison-Tollett,Gilly,Undirected,1357,3,191,247
Eddison-Tollett,Grenn,Undirected,1358,13,191,260
Eddison-Tollett,Hobb,Undirected,1359,4,191,305
Eddison-Tollett,Janos-Slynt,Undirected,1360,4,191,339
Eddison-Tollett,Jeor-Mormont,Undirected,1361,9,191,346
Eddison-Tollett,Jon-Snow,Undirected,1362,41,191,361
Eddison-Tollett,Mully,Undirected,1363,3,191,491
Eddison-Tollett,Othell-Yarwyck,Undirected,1364,3,191,524
Eddison-Tollett,Pypar,Undirected,1365,5,191,556
Eddison-Tollett,Samwell-Tarly,Undirected,1366,19,191,632
Eddison-Tollett,Satin,Undirected,1367,3,191,636
Eddison-Tollett,Watt,Undirected,1368,3,191,758
Edmure-Tully,Elmar-Frey,Undirected,1369,3,192,201
Edmure-Tully,Emmon-Frey,Undirected,1370,11,192,205
Edmure-Tully,Forley-Prester,Undirected,1371,3,192,218
Edmure-Tully,Hoster-Tully,Undirected,1372,21,192,314
Edmure-Tully,Ilyn-Payne,Undirected,1373,4,192,328
Edmure-Tully,Jaime-Lannister,Undirected,1374,35,192,337
Edmure-Tully,Karyl-Vance,Undirected,1375,4,192,376
Edmure-Tully,Lothar-Frey,Undirected,1376,4,192,415
Edmure-Tully,Lysa-Arryn,Undirected,1377,5,192,427
Edmure-Tully,Marq-Piper,Undirected,1378,8,192,450
Edmure-Tully,Petyr-Baelish,Undirected,1379,4,192,539
Edmure-Tully,Robb-Stark,Undirected,1380,51,192,601
Edmure-Tully,Roslin-Frey,Undirected,1381,19,192,623
Edmure-Tully,Ryman-Frey,Undirected,1382,5,192,629
Edmure-Tully,Tansy,Undirected,1383,3,192,690
Edmure-Tully,Tommen-Baratheon,Undirected,1384,4,192,711
Edmure-Tully,Tytos-Blackwood,Undirected,1385,3,192,729
Edmure-Tully,Tywin-Lannister,Undirected,1386,11,192,730
Edmure-Tully,Walder-Frey,Undirected,1387,13,192,752
Edric-Storm,Pylos,Undirected,1388,9,193,555
Edric-Storm,Robert-Baratheon,Undirected,1389,3,193,603
Edric-Storm,Shireen-Baratheon,Undirected,1390,3,193,649
Edric-Storm,Stannis-Baratheon,Undirected,1391,6,193,668
Edwyn-Frey,Jaime-Lannister,Undirected,1392,9,194,337
Edwyn-Frey,Ryman-Frey,Undirected,1393,5,194,629
Edwyn-Frey,Walder-Rivers,Undirected,1394,8,194,755
Elder-Brother,Meribald,Undirected,1395,3,196,468
Elder-Brother,Narbert,Undirected,1396,4,196,503
Eldon-Estermont,Steffon-Varner,Undirected,1397,3,197,671
Elia-Martell,Gregor-Clegane,Undirected,1398,7,198,259
Elia-Martell,Jaime-Lannister,Undirected,1399,4,198,337
Elia-Martell,Oberyn-Martell,Undirected,1400,9,198,511
Elia-Martell,Rhaegar-Targaryen,Undirected,1401,13,198,589
Elia-Martell,Tyrion-Lannister,Undirected,1402,6,198,727
Elia-Martell,Tywin-Lannister,Undirected,1403,3,198,730
Elinor-Tyrell,Margaery-Tyrell,Undirected,1404,5,199,443
Elinor-Tyrell,Megga-Tyrell,Undirected,1405,18,199,462
Elinor-Tyrell,Sansa-Stark,Undirected,1406,5,199,634
Elinor-Tyrell,Tallad,Undirected,1407,3,199,688
Ellaria-Sand,Oberyn-Martell,Undirected,1408,7,200,511
Ellaria-Sand,Tyrion-Lannister,Undirected,1409,4,200,727
Elmar-Frey,Jaime-Lannister,Undirected,1410,6,201,337
Elmar-Frey,Robb-Stark,Undirected,1411,9,201,601
Elmar-Frey,Roose-Bolton,Undirected,1412,3,201,618
Elmar-Frey,Tywin-Lannister,Undirected,1413,3,201,730
Elmar-Frey,Walder-Frey,Undirected,1414,6,201,752
Emmett,Hareth-(Moles-Town),Undirected,1415,3,203,286
Emmett,Hop-Robin,Undirected,1416,4,203,309
Emmett,Janos-Slynt,Undirected,1417,4,203,339
Emmett,Jon-Snow,Undirected,1418,15,203,361
Emmon-Cuy,Renly-Baratheon,Undirected,1419,3,204,585
Emmon-Cuy,Robar-Royce,Undirected,1420,3,204,600
Emmon-Frey,Forley-Prester,Undirected,1421,3,205,218
Emmon-Frey,Genna-Lannister,Undirected,1422,5,205,239
Emmon-Frey,Jaime-Lannister,Undirected,1423,8,205,337
Emmon-Frey,Ryman-Frey,Undirected,1424,4,205,629
Emmon-Frey,Tywin-Lannister,Undirected,1425,3,205,730
Emrick,Hareth-(Moles-Town),Undirected,1426,3,207,286
Emrick,Satin,Undirected,1427,3,207,636
Eon-Hunter,Lysa-Arryn,Undirected,1428,3,208,427
Eon-Hunter,Vardis-Egen,Undirected,1429,3,208,740
Errok,Grigg,Undirected,1430,7,210,264
Errok,Jon-Snow,Undirected,1431,4,210,361
Errok,Styr,Undirected,1432,3,210,676
Euron-Greyjoy,Hotho-Harlaw,Undirected,1433,4,211,317
Euron-Greyjoy,Humfrey-Hewett,Undirected,1434,3,211,323
Euron-Greyjoy,Nute,Undirected,1435,4,211,507
Euron-Greyjoy,Quellon-Greyjoy,Undirected,1436,3,211,564
Euron-Greyjoy,Red-Oarsman,Undirected,1437,6,211,583
Euron-Greyjoy,Rodrik-Harlaw,Undirected,1438,4,211,609
Euron-Greyjoy,Sawane-Botley,Undirected,1439,3,211,637
Euron-Greyjoy,Theon-Greyjoy,Undirected,1440,4,211,697
Euron-Greyjoy,Victarion-Greyjoy,Undirected,1441,50,211,745
Falyse-Stokeworth,Qyburn,Undirected,1442,7,214,568
Farlen,Theon-Greyjoy,Undirected,1443,6,215,697
Florian-the-Fool,Jonquil,Undirected,1444,8,216,366
Florian-the-Fool,Sansa-Stark,Undirected,1445,3,216,634
Fogo,Ogo,Undirected,1446,4,217,512
Franklyn-Flowers,Jon-Connington,Undirected,1447,4,219,359
Frenya,Holly,Undirected,1448,6,222,308
Frenya,Theon-Greyjoy,Undirected,1449,3,222,697
Fulk,Jon-Snow,Undirected,1450,4,223,361
Fulk,Mully,Undirected,1451,5,223,491
Galazza-Galare,Grazhar,Undirected,1452,4,224,257
Galazza-Galare,Hizdahr-zo-Loraq,Undirected,1453,12,224,304
Galazza-Galare,Reznak-mo-Reznak,Undirected,1454,5,224,587
Galazza-Galare,Skahaz-mo-Kandaq,Undirected,1455,12,224,656
Galbart-Glover,Jaime-Lannister,Undirected,1456,3,225,337
Galbart-Glover,Jon-Umber-(Greatjon),Undirected,1457,4,225,362
Galbart-Glover,Rickard-Karstark,Undirected,1458,4,225,597
Galbart-Glover,Robb-Stark,Undirected,1459,5,225,601
Galbart-Glover,Robett-Glover,Undirected,1460,3,225,605
Galbart-Glover,Roose-Bolton,Undirected,1461,3,225,618
Galyeon-of-Cuy,Tyrion-Lannister,Undirected,1462,3,226,727
Gared,Jeor-Mormont,Undirected,1463,4,227,346
Gared,Waymar-Royce,Undirected,1464,13,227,759
Gared,Will-(prologue),Undirected,1465,12,227,768
Garin-(orphan),Gerold-Dayne,Undirected,1466,5,228,241
Garin-(orphan),Myrcella-Baratheon,Undirected,1467,5,228,500
Garin-(orphan),Nymeria-Sand,Undirected,1468,3,228,509
Garin-(orphan),Sylva-Santagar,Undirected,1469,8,228,680
Garin-(orphan),Tyene-Sand,Undirected,1470,5,228,726
Gariss,Murch,Undirected,1471,5,229,493
Garlan-Tyrell,Joffrey-Baratheon,Undirected,1472,10,230,355
Garlan-Tyrell,Leonette-Fossoway,Undirected,1473,3,230,406
Garlan-Tyrell,Loras-Tyrell,Undirected,1474,9,230,412
Garlan-Tyrell,Sansa-Stark,Undirected,1475,5,230,634
Garlan-Tyrell,Tyrion-Lannister,Undirected,1476,11,230,727
Garlan-Tyrell,Willas-Tyrell,Undirected,1477,3,230,770
Garrett-Paege,Jaime-Lannister,Undirected,1478,3,231,337
Garth-(Wolfs-Den),Sybell-Spicer,Undirected,1479,3,232,678
Garth-Greyfeather,Hairy-Hal,Undirected,1480,4,233,278
Garth-Greyfeather,Jack-Bulwer,Undirected,1481,4,233,333
Garth-Greyfeather,Jon-Snow,Undirected,1482,3,233,361
Gawen-Westerling,Jeyne-Westerling,Undirected,1483,3,235,350
Gawen-Westerling,Sybell-Spicer,Undirected,1484,3,235,678
Gendel,Gorne,Undirected,1485,3,237,254
Gendel,Jon-Snow,Undirected,1486,3,237,361
Gendry,Greenbeard,Undirected,1487,3,238,258
Gendry,Harwin,Undirected,1488,8,238,294
Gendry,Hot-Pie,Undirected,1489,53,238,315
Gendry,Jaqen-Hghar,Undirected,1490,4,238,340
Gendry,Lem,Undirected,1491,9,238,400
Gendry,Lommy-Greenhands,Undirected,1492,17,238,410
Gendry,Merrit,Undirected,1493,3,238,472
Gendry,Robert-Baratheon,Undirected,1494,3,238,603
Gendry,Sandor-Clegane,Undirected,1495,5,238,633
Gendry,Thoros-of-Myr,Undirected,1496,8,238,700
Gendry,Tom-of-Sevenstreams,Undirected,1497,10,238,709
Gendry,Willow-Heddle,Undirected,1498,3,238,774
Gendry,Woth,Undirected,1499,3,238,776
Gendry,Yoren,Undirected,1500,8,238,791
Genna-Lannister,Jaime-Lannister,Undirected,1501,7,239,337
Genna-Lannister,Tywin-Lannister,Undirected,1502,3,239,730
Gerold-Dayne,Myrcella-Baratheon,Undirected,1503,9,241,500
Gerold-Grafton,Terrance-Lynderly,Undirected,1504,3,242,694
Gerold-Hightower,Jaime-Lannister,Undirected,1505,4,243,337
Gerold-Hightower,Lewyn-Martell,Undirected,1506,3,243,407
Gerold-Hightower,Oswell-Whent,Undirected,1507,3,243,523
Gerold-Hightower,Robert-Baratheon,Undirected,1508,4,243,603
Gerrick-Kingsblood,Jon-Snow,Undirected,1509,5,244,361
Gerrick-Kingsblood,Raymun-Redbeard,Undirected,1510,3,244,580
Gerris-Drinkwater,Hizdahr-zo-Loraq,Undirected,1511,4,245,304
Gerris-Drinkwater,Meris,Undirected,1512,4,245,469
Gerris-Drinkwater,Quentyn-Martell,Undirected,1513,49,245,565
Gerris-Drinkwater,Tattered-Prince,Undirected,1514,3,245,692
Gilly,Jojen-Reed,Undirected,1515,3,247,356
Gilly,Jon-Snow,Undirected,1516,33,247,361
Gilly,Kojja-Mo,Undirected,1517,7,247,386
Gilly,Mance-Rayder,Undirected,1518,9,247,440
Gilly,Meera-Reed,Undirected,1519,3,247,461
Gilly,Melisandre,Undirected,1520,7,247,465
Gilly,Samwell-Tarly,Undirected,1521,84,247,632
Gilly,Small-Paul,Undirected,1522,3,247,658
Gilwood-Hunter,Horton-Redfort,Undirected,1523,6,248,311
Gilwood-Hunter,Lysa-Arryn,Undirected,1524,3,248,427
Gilwood-Hunter,Symond-Templeton,Undirected,1525,4,248,683
Godry-Farring,Jon-Snow,Undirected,1526,3,250,361
Godry-Farring,Justin-Massey,Undirected,1527,3,250,374
Godry-Farring,Mance-Rayder,Undirected,1528,3,250,440
Godry-Farring,Melisandre,Undirected,1529,3,250,465
Godry-Farring,Stannis-Baratheon,Undirected,1530,9,250,668
Goghor-the-Giant,Hizdahr-zo-Loraq,Undirected,1531,5,251,304
Goghor-the-Giant,Khrazz,Undirected,1532,4,251,384
Goghor-the-Giant,Spotted-Cat,Undirected,1533,6,251,664
Gormon-Tyrell,Walgrave,Undirected,1534,3,252,756
Gorne,Jon-Snow,Undirected,1535,3,254,361
Gorold-Goodbrother,Victarion-Greyjoy,Undirected,1536,3,255,745
Grazdan-mo-Eraz,Mero,Undirected,1537,3,256,470
Grazhar,Qezza,Undirected,1538,5,257,559
Greenbeard,Harwin,Undirected,1539,4,258,294
Greenbeard,Lem,Undirected,1540,12,258,400
Greenbeard,Thoros-of-Myr,Undirected,1541,3,258,700
Greenbeard,Tom-of-Sevenstreams,Undirected,1542,4,258,709
Gregor-Clegane,Helman-Tallhart,Undirected,1543,3,259,298
Gregor-Clegane,Ilyn-Payne,Undirected,1544,17,259,328
Gregor-Clegane,Jaime-Lannister,Undirected,1545,15,259,337
Gregor-Clegane,Joffrey-Baratheon,Undirected,1546,12,259,355
Gregor-Clegane,Loras-Tyrell,Undirected,1547,10,259,412
Gregor-Clegane,Marq-Piper,Undirected,1548,6,259,450
Gregor-Clegane,Meryn-Trant,Undirected,1549,16,259,473
Gregor-Clegane,Oberyn-Martell,Undirected,1550,42,259,511
Gregor-Clegane,Petyr-Baelish,Undirected,1551,3,259,539
Gregor-Clegane,Polliver,Undirected,1552,16,259,543
Gregor-Clegane,Pycelle,Undirected,1553,6,259,553
Gregor-Clegane,Qyburn,Undirected,1554,6,259,568
Gregor-Clegane,Rafford,Undirected,1555,25,259,569
Gregor-Clegane,Robb-Stark,Undirected,1556,4,259,601
Gregor-Clegane,Robert-Baratheon,Undirected,1557,4,259,603
Gregor-Clegane,Sandor-Clegane,Undirected,1558,31,259,633
Gregor-Clegane,Sansa-Stark,Undirected,1559,5,259,634
Gregor-Clegane,Tickler,Undirected,1560,17,259,701
Gregor-Clegane,Tyrion-Lannister,Undirected,1561,30,259,727
Gregor-Clegane,Tywin-Lannister,Undirected,1562,20,259,730
Gregor-Clegane,Weese,Undirected,1563,5,259,762
Grenn,Halder,Undirected,1564,6,260,280
Grenn,Jeor-Mormont,Undirected,1565,13,260,346
Grenn,Jon-Snow,Undirected,1566,64,260,361
Grenn,Kegs,Undirected,1567,5,260,379
Grenn,Owen,Undirected,1568,4,260,527
Grenn,Pypar,Undirected,1569,63,260,556
Grenn,Samwell-Tarly,Undirected,1570,57,260,632
Grenn,Small-Paul,Undirected,1571,3,260,658
Grenn,Todder,Undirected,1572,10,260,707
Gretchel,Maddy,Undirected,1573,9,261,431
Gretchel,Robert-Arryn,Undirected,1574,4,261,602
Gretchel,Sansa-Stark,Undirected,1575,3,261,634
Grey-Worm,Hizdahr-zo-Loraq,Undirected,1576,3,262,304
Grey-Worm,Irri,Undirected,1577,4,262,330
Grey-Worm,Jorah-Mormont,Undirected,1578,4,262,367
Grey-Worm,Skahaz-mo-Kandaq,Undirected,1579,6,262,656
Grigg,Jarl,Undirected,1580,3,264,343
Grigg,Jon-Snow,Undirected,1581,5,264,361
Grimtongue,Hagen,Undirected,1582,5,265,275
Grimtongue,Lorren,Undirected,1583,5,265,414
Grisel,Petyr-Baelish,Undirected,1584,3,266,539
Groleo,Hero,Undirected,1585,4,267,299
Groleo,Jhogo,Undirected,1586,5,267,352
Groleo,Skahaz-mo-Kandaq,Undirected,1587,3,267,656
Grunt,Sour-Alyn,Undirected,1588,7,268,662
Grunt,Theon-Greyjoy,Undirected,1589,3,268,697
Guncer-Sunglass,Melisandre,Undirected,1590,4,269,465
Gunthor-son-of-Gurn,Tyrion-Lannister,Undirected,1591,7,270,727
Guyard-Morrigen,Renly-Baratheon,Undirected,1592,7,271,585
Gyles-Grafton,Robert-Arryn,Undirected,1593,3,272,602
Gyles-Grafton,Terrance-Lynderly,Undirected,1594,5,272,694
Gyles-Rosby,Harys-Swyft,Undirected,1595,6,273,296
Gyles-Rosby,Jacelyn-Bywater,Undirected,1596,4,273,331
Gyles-Rosby,Jalabhar-Xho,Undirected,1597,4,273,338
Gyles-Rosby,Joffrey-Baratheon,Undirected,1598,4,273,355
Gyles-Rosby,Lollys-Stokeworth,Undirected,1599,5,273,409
Gyles-Rosby,Mace-Tyrell,Undirected,1600,3,273,429
Gyles-Rosby,Margaery-Tyrell,Undirected,1601,5,273,443
Gyles-Rosby,Orton-Merryweather,Undirected,1602,4,273,517
Gyles-Rosby,Pycelle,Undirected,1603,12,273,553
Gyles-Rosby,Qyburn,Undirected,1604,4,273,568
Gyles-Rosby,Sansa-Stark,Undirected,1605,3,273,634
Gyles-Rosby,Tanda-Stokeworth,Undirected,1606,5,273,689
Gyles-Rosby,Tommen-Baratheon,Undirected,1607,4,273,711
Gyles-Rosby,Tyrion-Lannister,Undirected,1608,3,273,727
Gynir,Wex-Pyke,Undirected,1609,4,274,765
Hagen,Lorren,Undirected,1610,3,275,414
Hagen,Qarl-the-Maid,Undirected,1611,3,275,557
Hagen,Tristifer-Botley,Undirected,1612,3,275,721
Haggo,Mirri-Maz-Duur,Undirected,1613,3,276,477
Haggo,Qotho,Undirected,1614,11,276,561
Haggo,Rakharo,Undirected,1615,3,276,571
Haggon,Varamyr,Undirected,1616,8,277,739
Hairy-Hal,Jack-Bulwer,Undirected,1617,3,278,333
Hairy-Hal,Jon-Snow,Undirected,1618,4,278,361
Hake,Jon-Snow,Undirected,1619,4,279,361
Halder,Jon-Snow,Undirected,1620,26,280,361
Halder,Pypar,Undirected,1621,8,280,556
Halder,Rast,Undirected,1622,3,280,576
Halder,Samwell-Tarly,Undirected,1623,6,280,632
Halder,Todder,Undirected,1624,6,280,707
Haldon,Illyrio-Mopatis,Undirected,1625,3,281,327
Haldon,Jon-Connington,Undirected,1626,13,281,359
Haldon,Lemore,Undirected,1627,4,281,401
Haldon,Pono,Undirected,1628,3,281,544
Haldon,Qavo-Nogarys,Undirected,1629,5,281,558
Haldon,Rolly-Duckfield,Undirected,1630,26,281,614
Haldon,Tyrion-Lannister,Undirected,1631,54,281,727
Haldon,Yandry,Undirected,1632,4,281,786
Haldon,Ysilla,Undirected,1633,5,281,793
Hallis-Mollen,Luwin,Undirected,1634,4,283,420
Hallis-Mollen,Robb-Stark,Undirected,1635,13,283,601
Hallis-Mollen,Theon-Greyjoy,Undirected,1636,7,283,697
Hallis-Mollen,Wendel-Manderly,Undirected,1637,3,283,763
Hallyne,Joffrey-Baratheon,Undirected,1638,3,284,355
Hallyne,Tyrion-Lannister,Undirected,1639,5,284,727
Halys-Hornwood,Rodrik-Cassel,Undirected,1640,3,285,608
Hareth-(Moles-Town),Hop-Robin,Undirected,1641,5,286,309
Hareth-(Moles-Town),Jon-Snow,Undirected,1642,18,286,361
Hareth-(Moles-Town),Kegs,Undirected,1643,3,286,379
Hareth-(Moles-Town),Leathers,Undirected,1644,3,286,399
Hareth-(Moles-Town),Mully,Undirected,1645,3,286,491
Hareth-(Moles-Town),Rory,Undirected,1646,4,286,621
Hareth-(Moles-Town),Satin,Undirected,1647,11,286,636
Hareth-(Moles-Town),Spare-Boot,Undirected,1648,3,286,663
Harl,Lorren,Undirected,1649,3,287,414
Harma,Jarl,Undirected,1650,3,288,343
Harma,Jon-Snow,Undirected,1651,7,288,361
Harma,Mance-Rayder,Undirected,1652,10,288,440
Harma,Rattleshirt,Undirected,1653,5,288,577
Harma,Styr,Undirected,1654,4,288,676
Harma,Tormund,Undirected,1655,4,288,716
Harma,Varamyr,Undirected,1656,3,288,739
Harma,Weeper,Undirected,1657,3,288,761
Harras-Harlaw,Victarion-Greyjoy,Undirected,1658,3,290,745
Harren-Hoare,Nan,Undirected,1659,5,291,502
Harrold-Hardyng,Robert-Arryn,Undirected,1660,4,292,602
Harrold-Hardyng,Yohn-Royce,Undirected,1661,3,292,790
Harry-Strickland,Jon-Connington,Undirected,1662,18,293,359
Harry-Strickland,Myles-Toyne,Undirected,1663,4,293,498
Harwin,Hullen,Undirected,1664,3,294,322
Harwin,Jory-Cassel,Undirected,1665,4,294,369
Harwin,Lem,Undirected,1666,7,294,400
Harwin,Sandor-Clegane,Undirected,1667,3,294,633
Harwood-Stout,Theon-Greyjoy,Undirected,1668,5,295,697
Harys-Swyft,Jaime-Lannister,Undirected,1669,3,296,337
Harys-Swyft,Orton-Merryweather,Undirected,1670,3,296,517
Harys-Swyft,Pycelle,Undirected,1671,12,296,553
Harys-Swyft,Stannis-Baratheon,Undirected,1672,3,296,668
Harys-Swyft,Taena-of-Myr,Undirected,1673,3,296,685
Harys-Swyft,Tommen-Baratheon,Undirected,1674,3,296,711
Helman-Tallhart,Randyll-Tarly,Undirected,1675,3,298,575
Helman-Tallhart,Robett-Glover,Undirected,1676,4,298,605
Hero,Jhogo,Undirected,1677,8,299,352
Heward,Jory-Cassel,Undirected,1678,5,300,369
Heward,Wyl-(guard),Undirected,1679,3,300,779
High-Septon-(fat_one),Joffrey-Baratheon,Undirected,1680,4,301,355
High-Septon-(fat_one),Tyrion-Lannister,Undirected,1681,4,301,727
High-Septon-(Tyrions),Joffrey-Baratheon,Undirected,1682,6,302,355
High-Septon-(Tyrions),Pycelle,Undirected,1683,3,302,553
High-Septon-(Tyrions),Tyrion-Lannister,Undirected,1684,12,302,727
High-Sparrow,Kevan-Lannister,Undirected,1685,5,303,382
High-Sparrow,Maegor-I-Targaryen,Undirected,1686,4,303,433
High-Sparrow,Margaery-Tyrell,Undirected,1687,11,303,443
High-Sparrow,Osney-Kettleblack,Undirected,1688,4,303,521
High-Sparrow,Taena-of-Myr,Undirected,1689,4,303,685
High-Sparrow,Tommen-Baratheon,Undirected,1690,7,303,711
High-Sparrow,Unella,Undirected,1691,6,303,734
Hizdahr-zo-Loraq,Irri,Undirected,1692,3,304,330
Hizdahr-zo-Loraq,Jhiqui,Undirected,1693,3,304,351
Hizdahr-zo-Loraq,Khrazz,Undirected,1694,9,304,384
Hizdahr-zo-Loraq,Marghaz-zo-Loraq,Undirected,1695,5,304,444
Hizdahr-zo-Loraq,Missandei,Undirected,1696,6,304,478
Hizdahr-zo-Loraq,Qezza,Undirected,1697,3,304,559
Hizdahr-zo-Loraq,Quentyn-Martell,Undirected,1698,15,304,565
Hizdahr-zo-Loraq,Reznak-mo-Reznak,Undirected,1699,13,304,587
Hizdahr-zo-Loraq,Skahaz-mo-Kandaq,Undirected,1700,29,304,656
Hizdahr-zo-Loraq,Spotted-Cat,Undirected,1701,5,304,664
Hizdahr-zo-Loraq,Steelskin,Undirected,1702,3,304,669
Hobb,Janos-Slynt,Undirected,1703,4,305,339
Hobb,Jon-Snow,Undirected,1704,9,305,361
Hobb,Melisandre,Undirected,1705,3,305,465
Hobb,Mully,Undirected,1706,3,305,491
Hobb,Othell-Yarwyck,Undirected,1707,3,305,524
Hobb,Owen,Undirected,1708,8,305,527
Hobb,Samwell-Tarly,Undirected,1709,3,305,632
Hobber-Redwyne,Horas-Redwyne,Undirected,1710,7,306,310
Hodor,Jojen-Reed,Undirected,1711,38,307,356
Hodor,Luwin,Undirected,1712,27,307,420
Hodor,Meera-Reed,Undirected,1713,59,307,461
Hodor,Nan,Undirected,1714,8,307,502
Hodor,Osha,Undirected,1715,16,307,519
Hodor,Rickon-Stark,Undirected,1716,11,307,599
Hodor,Robb-Stark,Undirected,1717,5,307,601
Hodor,Rodrik-Cassel,Undirected,1718,3,307,608
Hodor,Wyman-Manderly,Undirected,1719,3,307,782
Holly,Jeyne-Poole,Undirected,1720,4,308,349
Holly,Rowan,Undirected,1721,3,308,625
Holly,Theon-Greyjoy,Undirected,1722,10,308,697
Hop-Robin,Jon-Snow,Undirected,1723,4,309,361
Horas-Redwyne,Joffrey-Baratheon,Undirected,1724,3,310,355
Horton-Redfort,Yohn-Royce,Undirected,1725,3,311,790
Hosteen-Frey,Jared-Frey,Undirected,1726,3,312,341
Hosteen-Frey,Wyman-Manderly,Undirected,1727,5,312,782
Hoster-Blackwood,Jaime-Lannister,Undirected,1728,4,313,337
Hoster-Tully,Jaime-Lannister,Undirected,1729,4,314,337
Hoster-Tully,Lothar-Frey,Undirected,1730,5,314,415
Hoster-Tully,Lysa-Arryn,Undirected,1731,9,314,427
Hoster-Tully,Robb-Stark,Undirected,1732,4,314,601
Hoster-Tully,Robert-Baratheon,Undirected,1733,3,314,603
Hoster-Tully,Tansy,Undirected,1734,5,314,690
Hoster-Tully,Vyman,Undirected,1735,7,314,749
Hot-Pie,Lem,Undirected,1736,7,315,400
Hot-Pie,Lommy-Greenhands,Undirected,1737,28,315,410
Hot-Pie,Mebble,Undirected,1738,4,315,460
Hot-Pie,Sharna,Undirected,1739,3,315,648
Hot-Pie,Tom-of-Sevenstreams,Undirected,1740,4,315,709
Hot-Pie,Weasel,Undirected,1741,4,315,760
Hot-Pie,Woth,Undirected,1742,5,315,776
Hot-Pie,Yoren,Undirected,1743,8,315,791
Hother-Umber,Jon-Umber-(Greatjon),Undirected,1744,3,316,362
Hother-Umber,Mors-Umber,Undirected,1745,3,316,490
Hother-Umber,Ramsay-Snow,Undirected,1746,5,316,574
Hother-Umber,Wyman-Manderly,Undirected,1747,5,316,782
Hotho-Harlaw,Rodrik-Harlaw,Undirected,1748,4,317,609
Hotho-Harlaw,Sigfryd-Harlaw,Undirected,1749,4,317,653
Hotho-Harlaw,Victarion-Greyjoy,Undirected,1750,4,317,745
Hugh,Jon-Arryn,Undirected,1751,3,319,358
Hugo-Vance,Jaime-Lannister,Undirected,1752,3,321,337
Hullen,Jory-Cassel,Undirected,1753,5,322,369
Hullen,Luwin,Undirected,1754,3,322,420
Hullen,Robb-Stark,Undirected,1755,3,322,601
Hullen,Rodrik-Cassel,Undirected,1756,3,322,608
Humfrey-Hewett,Victarion-Greyjoy,Undirected,1757,4,323,745
Husband,Lem,Undirected,1758,4,324,400
Hyle-Hunt,Meribald,Undirected,1759,9,325,468
Hyle-Hunt,Podrick-Payne,Undirected,1760,19,325,542
Hyle-Hunt,Randyll-Tarly,Undirected,1761,5,325,575
Hyle-Hunt,Sandor-Clegane,Undirected,1762,3,325,633
Hyle-Hunt,Sansa-Stark,Undirected,1763,3,325,634
Illyrio-Mopatis,Irri,Undirected,1764,3,327,330
Illyrio-Mopatis,Jon-Connington,Undirected,1765,6,327,359
Illyrio-Mopatis,Jorah-Mormont,Undirected,1766,7,327,367
Illyrio-Mopatis,Robert-Baratheon,Undirected,1767,6,327,603
Illyrio-Mopatis,Rolly-Duckfield,Undirected,1768,6,327,614
Illyrio-Mopatis,Tyrion-Lannister,Undirected,1769,30,327,727
Illyrio-Mopatis,Viserys-Targaryen,Undirected,1770,14,327,747
Ilyn-Payne,Jaime-Lannister,Undirected,1771,30,328,337
Ilyn-Payne,Jeyne-Poole,Undirected,1772,3,328,349
Ilyn-Payne,Joffrey-Baratheon,Undirected,1773,26,328,355
Ilyn-Payne,Loras-Tyrell,Undirected,1774,3,328,412
Ilyn-Payne,Lyle-Crakehall,Undirected,1775,6,328,423
Ilyn-Payne,Meryn-Trant,Undirected,1776,22,328,473
Ilyn-Payne,Polliver,Undirected,1777,8,328,543
Ilyn-Payne,Rafford,Undirected,1778,16,328,569
Ilyn-Payne,Robert-Baratheon,Undirected,1779,4,328,603
Ilyn-Payne,Sandor-Clegane,Undirected,1780,13,328,633
Ilyn-Payne,Sansa-Stark,Undirected,1781,18,328,634
Ilyn-Payne,Tickler,Undirected,1782,11,328,701
Ilyn-Payne,Tyrion-Lannister,Undirected,1783,6,328,727
Ilyn-Payne,Varys,Undirected,1784,5,328,743
Irri,Jhiqui,Undirected,1785,56,330,351
Irri,Jhogo,Undirected,1786,7,330,352
